"EMPRESA";"ENDERECO";"NUMERO";"BAIRRO";"CEP";"MUNICIPIO";"UF";"FAIXA_VALOR";"ENDERECO_COMPLETO";"lon";"lat"
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"AVENIDA DOS CANARIOS";"55-W";"CENTRO";78450000;"NOVA MUTUM";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA DOS CANARIOS, 55-W, CENTRO, NOVA MUTUM, MT";-56,0801985;-13,8227302
"BUNGE ALIMENTOS S/A";"AVENIDA PREFEITO ANDRE ANTO";"S/N";"CENTRO";78365000;"SAPEZAL";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA PREFEITO ANDRE ANTO, S/N, CENTRO, SAPEZAL, MT";-58,820385;-13,5479905
"ABJ COMERCIO AGRICOLA LTDA";"RODOVIA BR-163";"S/N";"PARQUE INDUSTRIAL V";78746055;"RONDONOPOLIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR-163, S/N, PARQUE INDUSTRIAL V, RONDONOPOLIS, MT";-56,1088642;-14,4024697
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA MT 322, KM 102 + 3,";"S/N";"ESPIGAO DO LESTE";78670000;"SAO FELIX DO ARAGUAIA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 322, KM 102 + 3,, S/N, ESPIGAO DO LESTE, SAO FELIX DO ARAGUAIA, MT";-50,6662628;-11,617526
"NOBLE BRASIL S.A.";"RODOVIA BR 070 KM 385+900 M";"S/N";"ZONA RURAL";78840000;"CAMPO VERDE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 070 KM 385+900 M, S/N, ZONA RURAL, CAMPO VERDE, MT";-55,1677572;-15,550791
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA BR 364, QUILOMETRO";"S/N";"ZONA RURAL";78360000;"CAMPO NOVO DO PARECIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364, QUILOMETRO, S/N, ZONA RURAL, CAMPO NOVO DO PARECIS, MT";-57,8929903;-13,6592549
"NIDERA SEMENTES LTDA.";"RODOVIA MT 020";"S/N";"ZONA RURAL";78640000;"CANARANA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 020, S/N, ZONA RURAL, CANARANA, MT";-52,2691123;-13,5564739
"SINAGRO PRODUTOS AGROPECUARIOS S.A";"RUA RIO DE JANEIRO";"2583";"PRIMAVERA IV";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RUA RIO DE JANEIRO, 2583, PRIMAVERA IV, PRIMAVERA DO LESTE, MT";-54,2944106;-15,5381783
"ADM DO BRASIL LTDA";"RODOVIA BR 163, KM 855";"S/N";"ZONA RURAL";78550000;"SINOP";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163, KM 855, S/N, ZONA RURAL, SINOP, MT";-56,1088642;-14,4024697
"ADM DO BRASIL LTDA";"RODOVIA MT 242 KM 070";"S/N";"DISTR. DE CARAVAGIO";78890000;"SORRISO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 242 KM 070, S/N, DISTR. DE CARAVAGIO, SORRISO, MT";-55,4278879;-12,9783365
"BUNGE ALIMENTOS S/A";"AVENIDA MACARIO SUBTIL OLIV";"SN";"CENTRO";78785000;"ALTO TAQUARI";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA MACARIO SUBTIL OLIV, SN, CENTRO, ALTO TAQUARI, MT";-53,2803034;-17,8220806
"ADM DO BRASIL LTDA";"AVENIDA AV. RIO GRANDE DO S";"511B";"CENTRO";78640000;"CANARANA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA AV. RIO GRANDE DO S, 511B, CENTRO, CANARANA, MT";-52,1580757;-13,5310063
"BUNGE ALIMENTOS S/A";"RODOVIA BR 364";"S/N";"ZONA RURAL";78780000;"ALTO ARAGUAIA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364, S/N, ZONA RURAL, ALTO ARAGUAIA, MT";-53,2186041;-17,3157703
"CARGILL AGRICOLA S A";"RUA SAO PAULO";"1250";"PARQUE INDUSTRIAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RUA SAO PAULO, 1250, PARQUE INDUSTRIAL, PRIMAVERA DO LESTE, MT";-54,3289166;-15,5738707
"BUNGE ALIMENTOS S/A";"RODOVIA MT 235";"S/N";"ZONA RURAL";78307000;"CAMPOS DE JULIO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 235, S/N, ZONA RURAL, CAMPOS DE JULIO, MT";-59,260354;-13,7214725
"BUNGE ALIMENTOS S/A";"LINHA TROPICAL";"S/N";"PROJETO TROPICAL";78890000;"SORRISO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"LINHA TROPICAL, S/N, PROJETO TROPICAL, SORRISO, MT";-55,7215367;-12,5429456
"ADM DO BRASIL LTDA";"RODOVIA MT 010 KM 2,5";"S/N";"ZONA RURAL";78400000;"DIAMANTINO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 010 KM 2,5, S/N, ZONA RURAL, DIAMANTINO, MT";-56,4370932;-14,4040989
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA BR 163 KM, 587 + 11";"S/N";"ZONA RURAL";78453000;"SANTA RITA DO TRIVELATO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163 KM, 587 + 11, S/N, ZONA RURAL, SANTA RITA DO TRIVELATO, MT";-55,2743359;-13,8158121
"GIRASSOL AGRICOLA LTDA.";"RODOVIA BR 364 KM 117";"S/N";"ZONA RURAL";78795000;"PEDRA PRETA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364 KM 117, S/N, ZONA RURAL, PEDRA PRETA, MT";-54,4814404;-16,621352
"ADM DO BRASIL LTDA";"RODOVIA MT - 235, KM 47";"S/N";"NOVO HORIZONTE";78450000;"NOVA MUTUM";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT - 235, KM 47, S/N, NOVO HORIZONTE, NOVA MUTUM, MT";-56,0748066;-13,837813
"ADM DO BRASIL LTDA";"RODOVIA BR 163";"S/N";"SETOR INDUSTRIAL SU";78450000;"NOVA MUTUM";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163, S/N, SETOR INDUSTRIAL SU, NOVA MUTUM, MT";-56,1088642;-14,4024697
"GLENCORE IMPORTADORA E EXPORTADORA S/A";"AVENIDA HISTORIADOR RUBENS";"1894";"JARDIM ACLIMACAO";78050000;"CUIABA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA HISTORIADOR RUBENS, 1894, JARDIM ACLIMACAO, CUIABA, MT";-56,0800886;-15,5849511
"ADM DO BRASIL LTDA";"ESTRADA LINHA 1";"815 W";"BAIRRO BANDEIRANTES";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"ESTRADA LINHA 1, 815 W, BAIRRO BANDEIRANTES, LUCAS DO RIO VERDE, MT";-55,9254458;-13,0568762
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA MT-170";"S/NR";"ZONA RURAL";78350000;"BRASNORTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT-170, S/NR, ZONA RURAL, BRASNORTE, MT";-58,0067574;-12,1254939
"ADM DO BRASIL LTDA";"RODOVIA MT 130, KM 66";"S/N";"CARAZINHO";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 130, KM 66, S/N, CARAZINHO, PRIMAVERA DO LESTE, MT";-54,2950554;-15,5605187
"CARGILL AGRICOLA S A";"RODOVIA BR 364";"S/N";"ZONA RURAL";78300000;"TANGARA DA SERRA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364, S/N, ZONA RURAL, TANGARA DA SERRA, MT";-57,4875157;-14,6197344
"CARGILL AGRICOLA S A";"RODOVIA MT 130, KM 50";"S/NR";"ZONA RURAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 130, KM 50, S/NR, ZONA RURAL, PRIMAVERA DO LESTE, MT";-54,2950554;-15,5605187
"CANTAGALO GENERAL GRAINS S.A.";"RODOVIA MT 170";"S/N";"ZONA RURAL";78350000;"BRASNORTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 170, S/N, ZONA RURAL, BRASNORTE, MT";-58,0067574;-12,1254939
"ADM DO BRASIL LTDA";"AVENIDA JOSE APARECIDO RIBE";"2555-S";"INDUSTRIAL ILDA S.R";78450000;"NOVA MUTUM";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA JOSE APARECIDO RIBE, 2555-S, INDUSTRIAL ILDA S.R, NOVA MUTUM, MT";-56,0748066;-13,837813
"CARGILL AGRICOLA S A";"RODOVIA BR   80, KM 237";"S/N";"ZONA RURAL";78663000;"SAO JOSE DO XINGU";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR   80, KM 237, S/N, ZONA RURAL, SAO JOSE DO XINGU, MT";-52,7490515;-10,7986075
"BUNGE ALIMENTOS S/A";"ESTRADA SAO MANOEL";"SN";"GLEBA RANCHAO";78450000;"NOVA MUTUM";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"ESTRADA SAO MANOEL, SN, GLEBA RANCHAO, NOVA MUTUM, MT";-56,0748066;-13,837813
"COPERAGUAS COOPERATIVA AGROINDUSTRIAL";"RODOVIA MT 235, KM 55";"S/N";"ZONA RURAL";78307000;"CAMPOS DE JULIO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 235, KM 55, S/N, ZONA RURAL, CAMPOS DE JULIO, MT";-59,260354;-13,7214725
"FIAGRIL LTDA";"RODOVIA BR 163 KM 747,8";"S/N";"LOTEAMENTO DO VALO";78890000;"SORRISO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163 KM 747,8, S/N, LOTEAMENTO DO VALO, SORRISO, MT";-55,7034905;-12,5275838
"NIDERA SEMENTES LTDA.";"RODOVIA MT 422";"S/N";"ZONA RURAL";78545000;"SANTA CARMEM";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 422, S/N, ZONA RURAL, SANTA CARMEM, MT";-55,2787719;-11,9738732
"BUNGE ALIMENTOS S/A";"RODOVIA BR 158";"S/N";"INCONFIDENTES";78645000;"VILA RICA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 158, S/N, INCONFIDENTES, VILA RICA, MT";-51,1251154;-10,0037544
"EISA - EMPRESA INTERAGRICOLA S/A";"RUA ANEL VIARIO (CONRADO S.";"S/N";"AREAS PERIFERICAS";78705200;"RONDONOPOLIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RUA ANEL VIARIO (CONRADO S., S/N, AREAS PERIFERICAS, RONDONOPOLIS, MT";-54,6387229;-16,4654757
"BUNGE ALIMENTOS S/A";"RODOVIA BR 163";"S/N";"PRIMAVERA";78898000;"SORRISO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163, S/N, PRIMAVERA, SORRISO, MT";-56,1088642;-14,4024697
"VALE GRANDE INDUSTRIA E COMERCIO DE ALIMENTOS S/A";"RODOVIA BR 163 KM 1025,1";"S/N";"SETOR INDUSTRIAL";78525000;"MATUPA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163 KM 1025,1, S/N, SETOR INDUSTRIAL, MATUPA, MT";-56,1088642;-14,4024697
"CARGILL AGRICOLA S A";"RODOVIA MT 100, KM 60";"S/N";"SETOR INDUSTRIAL";78785000;"ALTO TAQUARI";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 100, KM 60, S/N, SETOR INDUSTRIAL, ALTO TAQUARI, MT";-53,2803034;-17,8220806
"BUNGE ALIMENTOS S/A";"RODOVIA MT 130, KM 170, PAR";"S/N";"SANTIAGO DO NORTE";78870000;"PARANATINGA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 130, KM 170, PAR, S/N, SANTIAGO DO NORTE, PARANATINGA, MT";-54,2575508;-13,2803608
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA MT-170";"S/NR.";"ZONA RURAL";78360000;"CAMPO NOVO DO PARECIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT-170, S/NR., ZONA RURAL, CAMPO NOVO DO PARECIS, MT";-57,8929903;-13,6592549
"O TELHAR AGROPECUARIA LTDA";"RODOVIA MT 130 KM 50 MAIS 9";"S/N";"ZONA RURAL";78628000;"SANTO ANTONIO DO LESTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 130 KM 50 MAIS 9, S/N, ZONA RURAL, SANTO ANTONIO DO LESTE, MT";-53,6075251;-14,8049987
"FIAGRIL LTDA";"AVENIDA DA PRODUCAO";"2060-W";"BANDEIRANTES";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA DA PRODUCAO, 2060-W, BANDEIRANTES, LUCAS DO RIO VERDE, MT";-55,9273799;-13,0692823
"GLENCORE IMPORTADORA E EXPORTADORA S/A";"AVENIDA INDUSTRIAL";"240";"CENTRO";78652970;"CONFRESA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA INDUSTRIAL, 240, CENTRO, CONFRESA, MT";-51,5761165;-10,6540891
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA MT-109 KM-4,3";"S/NR";"ZONA RURAL";78643000;"QUERENCIA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT-109 KM-4,3, S/NR, ZONA RURAL, QUERENCIA, MT";-52,2077548;-12,5943487
"PRODUZIR AGROPECUARIA LTDA";"RODOVIA BR 242 KM 85 AS MAR";"S/N";"PARQUE AGUA LIMPA";78888000;"NOVA UBIRATA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 242 KM 85 AS MAR, S/N, PARQUE AGUA LIMPA, NOVA UBIRATA, MT";-55,2540245;-13,0335494
"SINAGRO PRODUTOS AGROPECUARIOS S.A";"RODOVIA BR 080 A SAO JOSE D";"S/N";"ZONA RURAL";78670000;"SAO FELIX DO ARAGUAIA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 080 A SAO JOSE D, S/N, ZONA RURAL, SAO FELIX DO ARAGUAIA, MT";-50,6662628;-11,617526
"ADM DO BRASIL LTDA";"RODOVIA BR 070 KM 374,5";"S/N";"ZONA RURAL";78840000;"CAMPO VERDE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 070 KM 374,5, S/N, ZONA RURAL, CAMPO VERDE, MT";-55,1677572;-15,550791
"BUNGE ALIMENTOS S/A";"LOCALIDADE GLEBA PACOVAL II";"S/N";"ZONA RURAL";78453000;"SANTA RITA DO TRIVELATO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"LOCALIDADE GLEBA PACOVAL II, S/N, ZONA RURAL, SANTA RITA DO TRIVELATO, MT";-55,2743359;-13,8158121
"MULTIGRAIN S.A.";"AVENIDA SUL";"548";"LOTEAMENTO QUERENCI";78643000;"QUERENCIA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA SUL, 548, LOTEAMENTO QUERENCI, QUERENCIA, MT";-52,2077548;-12,5943487
"FIAGRIL LTDA";"AVENIDA PERIMETRAL JOSE APA";"611-S";"LOTEAMENTO COMERCIA";78450000;"NOVA MUTUM";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA PERIMETRAL JOSE APA, 611-S, LOTEAMENTO COMERCIA, NOVA MUTUM, MT";-56,0748066;-13,837813
"CARLOS ALBERTO POLATO";"R PARANATINGA";"654";"CENTRO";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"R PARANATINGA, 654, CENTRO, PRIMAVERA DO LESTE, MT";-54,3026513;-15,5606255
"AGROMON S/A AGRICULTURA E PECUARIA";"FAZENDA ITAIPU";"SN";"ZONA RURAL";78435000;"SAO JOSE DO RIO CLARO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"FAZENDA ITAIPU, SN, ZONA RURAL, SAO JOSE DO RIO CLARO, MT";-56,7223351;-13,4402389
"AGROPECUARIA MAGGI LTDA";"RODOVIA MT 322, KM 57";"S/N";"ZONA RURAL";78670000;"SAO FELIX DO ARAGUAIA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 322, KM 57, S/N, ZONA RURAL, SAO FELIX DO ARAGUAIA, MT";-50,6662628;-11,617526
"ADM DO BRASIL LTDA";"RODOVIA MT 235, KM 70";"S/N";"WYPYCH";78435000;"SAO JOSE DO RIO CLARO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 235, KM 70, S/N, WYPYCH, SAO JOSE DO RIO CLARO, MT";-56,7223351;-13,4402389
"CARGILL AGRICOLA S A";"RODOVIA MT 242  , KM 56";"S/N";"CARAVAGGIO";78890000;"SORRISO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 242  , KM 56, S/N, CARAVAGGIO, SORRISO, MT";-55,7215367;-12,5429456
"VANGUARDA DO BRASIL S.A.";"RODOVIA BR 163, KM 583";"S/N";"INDUSTRIAL SUL";78450000;"NOVA MUTUM";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163, KM 583, S/N, INDUSTRIAL SUL, NOVA MUTUM, MT";-56,0748066;-13,837813
"SLC AGRICOLA S.A.";"RODOVIA BR 364";"SN";"DECIOLANDIA";78400000;"DIAMANTINO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364, SN, DECIOLANDIA, DIAMANTINO, MT";-57,5065764;-14,1838297
"CLAIDES LAZARETTI MASUTTI";NA;"EST";NA;78307000;"CAMPOS DE JULIO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";", EST, , CAMPOS DE JULIO, MT";-59,2558015;-13,7222439
"NATURALLE AGRO MERCANTIL S.A.";"AVENIDA MARIO RAITER";"1212";"BOM JESUS";78890000;"SORRISO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA MARIO RAITER, 1212, BOM JESUS, SORRISO, MT";-55,7180677;-12,5370484
"NIDERA SEMENTES LTDA.";"RUA SILVERIO NADIR DANIELI";"100";"CENTRO";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RUA SILVERIO NADIR DANIELI, 100, CENTRO, PRIMAVERA DO LESTE, MT";-54,2973008;-15,562071
"LOUIS DREYFUS COMMODITIES BRASIL S.A.";"RODOVIA BR - 364";"S/N";"TERMINAL FERRONORTE";78780000;"ALTO ARAGUAIA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR - 364, S/N, TERMINAL FERRONORTE, ALTO ARAGUAIA, MT";-53,2186041;-17,3157703
"GLENCORE IMPORTADORA E EXPORTADORA S/A";"RODOVIA MT 235";"S/N";"ZONA RURAL";78453000;"SANTA RITA DO TRIVELATO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 235, S/N, ZONA RURAL, SANTA RITA DO TRIVELATO, MT";-55,2743359;-13,8158121
"FAZENDA PAIAGUAS EMPREENDIMENTOS AGRICOLAS LTDA";"RODOVIA BR 364, KM 754 + 25";"S/N";"DECIOLANDIA";78400000;"DIAMANTINO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364, KM 754 + 25, S/N, DECIOLANDIA, DIAMANTINO, MT";-57,5065764;-14,1838297
"DASSOLER AGRONEGOCIOS LTDA";"RUA BELO HORIZONTE";"1252 N";"AREA INDUSTRIAL";78455000;"LUCAS DO RIO VERDE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RUA BELO HORIZONTE, 1252 N, AREA INDUSTRIAL, LUCAS DO RIO VERDE, MT";-55,9185424;-13,057903
"BUNGE ALIMENTOS S/A";"RUA DAS GAIVOTAS";"S/N";"DISTRITO OURO BRANC";78790000;"ITIQUIRA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RUA DAS GAIVOTAS, S/N, DISTRITO OURO BRANC, ITIQUIRA, MT";-54,146888;-17,2058818
"AGRICOLA ALVORADA LTDA";"RUA DO COMERCIO";"1549";"PARQUE INDUSTRIAL";78850000;"PRIMAVERA DO LESTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RUA DO COMERCIO, 1549, PARQUE INDUSTRIAL, PRIMAVERA DO LESTE, MT";-54,3050709;-15,5673641
"ADM DO BRASIL LTDA";"RODOVIA BR 163 KM 35";"S/N";"ZONA RURAL";78790000;"ITIQUIRA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163 KM 35, S/N, ZONA RURAL, ITIQUIRA, MT";-56,1088642;-14,4024697
"NELSON JOSE VIGOLO";"AV LIONS INTERNACIONAL";"1881";"VILA AURORA";78740126;"RONDONOPOLIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AV LIONS INTERNACIONAL, 1881, VILA AURORA, RONDONOPOLIS, MT";-54,6082856;-16,4709501
"SM MADEIRAS E LAMINADOS LTDA";"RUA DOS IPES";"452";"SETOR DE CHACARAS";78325000;"ARIPUANA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RUA DOS IPES, 452, SETOR DE CHACARAS, ARIPUANA, MT";-60,63063;-9,179311
"JBS S/A";"RODOVIA MT 175, KM 2";"S/N";"INDUSTRIAL";78285000;"SAO JOSE DOS QUATRO MARCOS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 175, KM 2, S/N, INDUSTRIAL, SAO JOSE DOS QUATRO MARCOS, MT";-58,1777253;-15,6280113
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA MT 130, KM  170";"S/N";"DISTRITO DE SANTIAG";78870000;"PARANATINGA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 130, KM  170, S/N, DISTRITO DE SANTIAG, PARANATINGA, MT";-54,052897;-14,4268795
"COABRA COOPERATIVA AGRO INDUSTRIAL DO CENTRO OESTE DO B";"RUA JOSE PINTO";"1169";"CIDADE SALEN II";78705186;"RONDONOPOLIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RUA JOSE PINTO, 1169, CIDADE SALEN II, RONDONOPOLIS, MT";-54,6387229;-16,4654757
"AGROMOND INDUSTRIA E COMERCIO INTERNACIONAL DE COMMODIT";"AVENIDA HISTORIADOR RUBENS";"2000";"BOSQUE DA SAUDE";78050000;"CUIABA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"AVENIDA HISTORIADOR RUBENS, 2000, BOSQUE DA SAUDE, CUIABA, MT";-56,0779167;-15,5832369
"BUNGE ALIMENTOS S/A";"RODOVIA MT235, KM70, S.J.R.";"S/N";"GLEBA CAETANO DIAS";78435000;"SAO JOSE DO RIO CLARO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT235, KM70, S.J.R., S/N, GLEBA CAETANO DIAS, SAO JOSE DO RIO CLARO, MT";-56,7223351;-13,4402389
"NIDERA SEMENTES LTDA.";"RODOVIA BR 163";"S/N";"ZONA RURAL";78548000;"NOVA SANTA HELENA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163, S/N, ZONA RURAL, NOVA SANTA HELENA, MT";-56,1088642;-14,4024697
"FRIGOSUL - FRIGORIFICO SUL LTDA";"RUA DOS PAPAGAIOS";"S/N";"LOTEAMENTO JARDIM D";78110000;"VARZEA GRANDE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RUA DOS PAPAGAIOS, S/N, LOTEAMENTO JARDIM D, VARZEA GRANDE, MT";-56,1327131;-15,646248
"GLENCORE IMPORTADORA E EXPORTADORA S/A";"RODOVIA MT 242 - KM 86";"S/NR";"ZONA RURAL";78888000;"NOVA UBIRATA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 242 - KM 86, S/NR, ZONA RURAL, NOVA UBIRATA, MT";-55,2540245;-13,0335494
"FAZENDA PLANORTE EMPREENDIMENTOS AGRICOLAS LTDA";"ESTRADA NOVA FRONTEIRA";"S/N";"ZONA RURAL";78365000;"SAPEZAL";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"ESTRADA NOVA FRONTEIRA, S/N, ZONA RURAL, SAPEZAL, MT";-58,820385;-13,5479905
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"RODOVIA MT-338";"S/NR";"ZONA RURAL";78555000;"TAPURAH";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT-338, S/NR, ZONA RURAL, TAPURAH, MT";-56,5125283;-12,7428031
"BRASIL TROPICAL PISOS LTDA";"RODOVIA MT 208 - KM 140";"S/N";"ZONA RURAL";78580000;"ALTA FLORESTA";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 208 - KM 140, S/N, ZONA RURAL, ALTA FLORESTA, MT";-56,0871877;-9,8671497
"FLORESTECA S/A";"RODOVIA BR 163";"SN";"BAUXI";78470000;"ROSARIO OESTE";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163, SN, BAUXI, ROSARIO OESTE, MT";-56,6446;-15,17396
"FIAGRIL LTDA";"RODOVIA BR 163";"S/N";"CAMPING CLUB";78551970;"SINOP";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 163, S/N, CAMPING CLUB, SINOP, MT";-55,5095451;-11,8608456
"LOUIS DREYFUS COMMODITIES BRASIL S.A.";"RODOVIA BR 364, KM 60";"S/N";"ZONA RURAL";78770000;"ALTO GARCAS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364, KM 60, S/N, ZONA RURAL, ALTO GARCAS, MT";-53,5276894;-16,9466699
"AMAGGI EXPORTACAO E IMPORTACAO LTDA";"LOTE 17-A";"S/NR";"ZONA RURAL";78890000;"SORRISO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"LOTE 17-A, S/NR, ZONA RURAL, SORRISO, MT";-55,7215367;-12,5429456
"AGRICOLA FERRARI LTDA";"RODOVIA BR 364";"S/N";"PARQUE INDUSTRIAL";78360000;"CAMPO NOVO DO PARECIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364, S/N, PARQUE INDUSTRIAL, CAMPO NOVO DO PARECIS, MT";-57,8929903;-13,6592549
"FIAGRIL LTDA";"RODOVIA MT 404 KM 56";"S/N";"ZONA RURAL";78890000;"SORRISO";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA MT 404 KM 56, S/N, ZONA RURAL, SORRISO, MT";-55,7215367;-12,5429456
"ABJ COMERCIO AGRICOLA LTDA";"RODOVIA BR 364";"S/N";"ZONA RURAL";78746060;"RONDONOPOLIS";"MT";"Entre US$ 10 milhões e US$ 50 milhões";"RODOVIA BR 364, S/N, ZONA RURAL, RONDONOPOLIS, MT";-54,6387229;-16,4654757
